ID,Name,Service,Cadre,Allotment_Year,Date_of_Birth,Date_of_Joining,Source_of_Recruitment,Gender,Place_of_Domicile,Mother_Tongue,Languages_Known,Retired,Retirement_Reason,Source,Last_Education_Qualification,Last_Education_Subject,Last_Education_Division,Last_Designation,Last_Level,Last_Office,Last_Organisation,Last_Field_of_Experience,Last_Category_of_Experience,Last_Start_Date,Last_End_Date
CG044721,Shri Manohar Pandey,Indian Administrative Services,Chhattisgarh,1993,1953-19-4,N.A.,By Promotion from State Civil Service,Male,Madhya Pradesh,Hindi,English,True,Superannuated,Supremo,Graduate,N.A.,Ordinary,Jt Secy,Under Secretary,D/o Women & Child Dev,Cadre (AIS),Womens Dev,Women & Child Dev,2000-1-11,2002-1-1
BH045615,Shri Vishnudeo Prasad Singh,Indian Administrative Services,Bihar,1993,1949-1-8,2004-09-23,By Promotion from State Civil Service,Male,Bihar,Hindi,English Hindi,True,Superannuated,Supremo,B.A.,N.A.,Ordinary,Deputy Dev Commissioner,Under Secretary,Madhubani,Cadre (AIS),Development Admn,Land Revenue Mgmt & District Admn,2004-23-9,2006-14-10
BH044433,Shri Rana Awdhesh Kumar,Indian Administrative Services,Bihar,1993,1950-8-5,2005-06-06,By Promotion from State Civil Service,Male,Bihar,Hindi,English,True,Superannuated,Supremo,N.A.,N.A.,N.A.,N.A.,Under Secretary,N.A.,Cadre (AIS),N.A.,N.Applicable,2005-6-6,2005-25-8
BH044432,Shri Ramshobit Paswan,Indian Administrative Services,Bihar,1993,1949-20-6,2004-09-23,By Promotion from State Civil Service,Male,Bihar,Hindi,English Hindi,True,Superannuated,Supremo,B.A.,N.A.,Ordinary,Collector & D M,Under Secretary,Siwan,Cadre (AIS),District Admn,Land Revenue Mgmt & District Admn,2004-23-9,2005-10-2
BH044431,Shri Pramod Narayan Jha,Indian Administrative Services,Bihar,1993,1948-27-6,2004-04-23,By Promotion from State Civil Service,Male,Bihar,Hindi,English Hindi,True,Superannuated,Supremo,B.A.,N.A.,Ordinary,Director,Deputy Secretary,Panchayati Raj,Cadre (AIS),Panchayati Raj,Local Self Govt,2005-16-12,2006-28-6
BH044430,Shri Rai Pramod Kumar,Indian Administrative Services,Bihar,1993,1949-4-3,2004-09-23,By Promotion from State Civil Service,Male,Bihar,Hindi,English Hindi,True,Superannuated,Supremo,B.A.,N.A.,Ordinary,Deputy Dev Commissioner,Deputy Secretary,Rohtas,Cadre (AIS),Development Admn,Land Revenue Mgmt & District Admn,2005-20-5,2006-1-12
BH044429,Shri Jagannath Sharma,Indian Administrative Services,Bihar,1993,1949-5-1,2004-09-23,By Promotion from State Civil Service,Male,Bihar,Hindi,English Hindi,True,Superannuated,Supremo,B.A.,N.A.,Ordinary,Additional Secy,Deputy Secretary,"Labour, Emp & Trg Deptt",Cadre (AIS),Labour & Employment,Labour & Employment,2005-6-1,2007-10-9
UT022015,Shri A S Khullar,Indian Administrative Services,A G M U T,1993,1948-31-8,2002-04-22,By Promotion from State Civil Service,Male,N.A.,N.A.,English Hindi,True,Superannuated,Supremo,Graduate,N.A.,Ordinary,Additional Secy,Deputy Secretary,Arunachal Pradesh,Cadre (AIS),Urban Develoment,Urban Development,2002-1-6,2005-1-4
BH044428,Shri Upendra Sharma,Indian Administrative Services,Bihar,1993,1948-6-7,2004-09-23,By Promotion from State Civil Service,Male,Bihar,Hindi,English Hindi,True,Superannuated,Supremo,B.A.,N.A.,Ordinary,C E O,Under Secretary,Municipal Admin,Cadre (AIS),Municipal Administration,Urban Development,2004-23-9,2005-3-10
BH044426,Shri Shyamanand Sharma,Indian Administrative Services,Bihar,1993,1949-1-7,2004-09-23,By Promotion from State Civil Service,Male,Bihar,Hindi,English Hindi,True,Superannuated,Supremo,B.A.,N.A.,Ordinary,Additional Secy,Deputy Secretary,Energy Deptt,Cadre (AIS),Energy,Energy,2005-6-1,2009-30-6
BH044425,Shri Bhagwat Prasad Sharma,Indian Administrative Services,Bihar,1993,1948-2-1,2004-09-23,By Promotion from State Civil Service,Male,Bihar,Hindi,English Hindi,True,Superannuated,Supremo,B.A.,N.A.,Ordinary,Additional Secy,Deputy Secretary,Environment & Forests Deptt/Patna,Cadre (AIS),Environment & Pollution Control,Environment & Forests,2005-6-1,2006-15-5
BH044424,Shri Om S.M. Bande,Indian Administrative Services,Bihar,1993,1948-30-5,N.A.,By Promotion from State Civil Service,Male,Bihar,Hindi,English Hindi,True,Superannuated,Supremo,B.A.,N.A.,Ordinary,Collector & D M,Deputy Secretary,Arwal,Cadre (AIS),District Admn,Land Revenue Mgmt & District Admn,2005-1-9,2006-2-8
BH044423,Shri Kamleshwar Prasad Singh,Indian Administrative Services,Bihar,1993,1949-5-6,2004-09-23,By Promotion from State Civil Service,Male,Bihar,Hindi,English Hindi,True,Superannuated,Supremo,B.A.,N.A.,Ordinary,N.A.,Junior Scale,N.A.,Cadre (AIS),N.A.,N.Applicable,2004-23-9,2005-12-4
BH044422,Shri Birendra Bahadur Pandey,Indian Administrative Services,Bihar,1993,1948-30-1,2004-09-23,By Promotion from State Civil Service,Male,Bihar,Hindi,English Hindi,True,Superannuated,Supremo,B.A.,N.A.,Ordinary,Collector & D M,Director,N.A.,Cadre (AIS),District Admn,Land Revenue Mgmt & District Admn,2006-2-3,2008-31-1
BH044421,Shri Hemchandra Jha,Indian Administrative Services,Bihar,1993,1948-10-7,2004-09-23,By Promotion from State Civil Service,Male,Bihar,Hindi,English Hindi,True,Superannuated,Supremo,B.A.,N.A.,Ordinary,Under Suspension,Deputy Secretary,N.A.,Cadre (AIS),N.A.,N.Applicable,2006-14-10,2008-31-7
BH044420,Shri Muralidhar Rai,Indian Administrative Services,Bihar,1993,1947-1-6,1976-04-01,By Promotion from State Civil Service,Male,Bihar,Hindi,English Hindi,True,Superannuated,Supremo,B.A.,N.A.,Ordinary,Jt Commissioner (Accounts),Director,Finance Deptt,Cadre (AIS),Finance,Finance,2006-2-3,2007-31-5
BH044419,Shri Bhrigunath Dwivedi,Indian Administrative Services,Bihar,1993,1947-16-1,1976-04-01,By Promotion from State Civil Service,Male,Bihar,Hindi,English Hindi,True,Superannuated,Supremo,B.A.,N.A.,Ordinary,N.A.,Under Secretary,N.A.,Cadre (AIS),N.A.,N.Applicable,2004-23-9,2005-12-4
BH044418,Shri Ashok Kumar Singh,Indian Administrative Services,Bihar,1993,1948-30-6,2004-09-23,By Promotion from State Civil Service,Male,Bihar,Hindi,English Hindi,True,Superannuated,Supremo,B.A.,N.A.,Ordinary,Director,Director,Primary & Adult Edu,Cadre (AIS),Education,Human Resource Dev,2006-2-3,2008-30-6
BH044417,Shri Narayan Murti,Indian Administrative Services,Bihar,1993,1947-10-10,2004-09-23,By Promotion from State Civil Service,Male,Bihar,Hindi,English Hindi,True,Superannuated,Supremo,B.A.,N.A.,Ordinary,Additional Secy,Deputy Secretary,Mines & Geology Deptt,Cadre (AIS),Geology,Mines & Minerals,2005-7-9,2007-31-10
BH044416,Shri Anwar Alam Manzar,Indian Administrative Services,Bihar,1993,1948-20-7,2004-09-23,By Promotion from State Civil Service,Male,Bihar,Hindi,English Hindi,True,Superannuated,Supremo,B.A.,N.A.,Ordinary,Additional Secy,Director,Building Construction Deptt/Bihar,Cadre (AIS),Urban Develoment,Urban Development,2006-2-3,2007-28-2
BH044415,Shri Daya Nandan Prasad,Indian Administrative Services,Bihar,1993,1947-26-1,2004-09-23,By Promotion from State Civil Service,Male,Bihar,N.A.,English Hindi,True,Superannuated,Supremo,B.A.,N.A.,Ordinary,N.A.,Junior Scale,N.A.,Cadre (AIS),N.A.,N.Applicable,2004-23-9,2005-12-4
BH044427,Shri Krishna Nand Malik,Indian Administrative Services,Bihar,1993,1948-21-5,2004-09-23,By Promotion from State Civil Service,Male,Bihar,Hindi,English Hindi,True,Superannuated,Supremo,B.A.,N.A.,Ordinary,Jt Secy,Under Secretary,Finance Deptt,Cadre (AIS),Finance,Finance,2005-20-4,2005-19-5
KL020614,Shri V K Vasudevan,Indian Administrative Services,Kerala,1993,1949-27-4,1997-10-15,By Promotion from State Civil Service,Male,Kerala,Malayalam,English Malayalam,True,Superannuated,Supremo,Graduate,N.A.,Ordinary,Collector,Under Secretary,Malappuram,Cadre (AIS),General Administration,Personnel and General Administration,1999-1-11,2000-1-6
UT022017,Shri Suyash Prakash,Indian Administrative Services,A G M U T,1993,1949-18-5,2002-04-22,By Promotion from State Civil Service,Male,N.A.,N.A.,English Hindi,True,Superannuated,Supremo,Graduate,N.A.,Ordinary,Additional Secy,Director,Health & Family Welfare/N C T of Delhi,Cadre (AIS),Health & Family Welfare,Health & Family Welfare,2007-13-2,2009-31-5
GJ028423,Shri D. K. J. Dharaiya,Indian Administrative Services,Gujarat,1993,1951-17-9,1998-10-31,By Promotion from State Civil Service,Male,Gujarat,Tamil,English,True,Superannuated,Supremo,M.Sc./Gujarat University,Organic Chemistry,-,District Dev Officer,Under Secretary,Dangs,Cadre (AIS),Development Admn,Land Revenue Mgmt & District Admn,1998-1-11,1999-1-7
KL020612,Shri K Appu,Indian Administrative Services,Kerala,1993,1943-15-5,1997-10-15,By Promotion from State Civil Service,Male,Kerala,Malayalam,English Malayalam,True,Superannuated,Supremo,Graduate,N.A.,Ordinary,Secretary,Under Secretary,N.A.,Cadre (AIS),Land Reforms,Land Revenue Mgmt & District Admn,1997-1-7,1998-1-7
KL020611,Shri K R Viswambharan,Indian Administrative Services,Kerala,1993,1948-21-1,1997-10-15,By Promotion from State Civil Service,Male,Kerala,Malayalam,English Malayalam,True,Superannuated,Supremo,Graduate,N.A.,Ordinary,Collector,Under Secretary,Ernakulam,Cadre (AIS),District Admn,Land Revenue Mgmt & District Admn,1999-6-4,2001-1-6
JK009219,Shri Abdul Hamid,Indian Administrative Services,Jammu & Kashmir,1993,1951-30-5,2001-03-22,By Promotion from State Civil Service,Male,Jammu & Kashmir,Kashmiri,English,True,Superannuated,Supremo,Graduate,N.A.,Ordinary,Vice Chairman,Under Secretary,Srinagar Dev Auth,Cadre (AIS),Water Resources,Water Resources,2001-22-3,2004-9-2
JK009218,Shri M H Samoon,Indian Administrative Services,Jammu & Kashmir,1993,1949-6-8,2001-03-22,By Promotion from State Civil Service,Male,Jammu & Kashmir,Kashmiri,English,True,Superannuated,Supremo,Graduate,N.A.,Ordinary,Commissioner,Deputy Secretary,Finance Deptt,Cadre (AIS),Excise,Finance,2003-19-5,2006-24-6
JK009216,Shri Dalip Singh,Indian Administrative Services,Jammu & Kashmir,1993,1949-28-2,2001-03-22,By Promotion from State Civil Service,Male,Jammu & Kashmir,Kashmiri,English,True,Superannuated,Supremo,Graduate,N.A.,Ordinary,Spl Relief Commissioner,Under Secretary,Relief Deptt,Cadre (AIS),Relief,Home,2001-22-3,2002-17-12
JK009215,Shri Mtr Naseema Lanker,Indian Administrative Services,Jammu & Kashmir,1993,1952-19-2,2001-03-22,By Promotion from State Civil Service,Male,Jammu & Kashmir,Kashmiri,English,True,Superannuated,Supremo,Graduate,N.A.,Ordinary,Spl Secy,Deputy Secretary,Finance Deptt,Cadre (AIS),Finance,Finance,2003-17-4,2004-25-8
JK009214,Shri Khalid Habib,Indian Administrative Services,Jammu & Kashmir,1993,1949-12-7,1999-12-20,By Promotion from State Civil Service,Male,Jammu & Kashmir,Kashmiri,English Hindi Kashmiri Urdu,True,Superannuated,Supremo,P.G.,Public Admn,Pass,Additional Secy,Under Secretary,Planning & Dev Deptt,Cadre (AIS),Planning,Planning & Prog Implementation,2001-5-11,2002-6-5
JK009213,Shri K M Wani,Indian Administrative Services,Jammu & Kashmir,1993,1949-5-3,1999-12-20,By Promotion from State Civil Service,Male,N.A.,Kashmiri,English Hindi,True,Superannuated,Supremo,Graduate,N.A.,Ordinary,Additional Secy,Under Secretary,Finance Deptt,Cadre (AIS),Finance,Finance,2000-18-9,2005-30-5
JK009212,Shri N K Verma,Indian Administrative Services,Jammu & Kashmir,1993,1950-25-5,2000-09-18,By Promotion from State Civil Service,Male,N.A.,Kashmiri,English Hindi,True,Superannuated,Supremo,Graduate,N.A.,Ordinary,Secretary,Under Secretary,N.A.,Cadre (AIS),Womens Dev,Women & Child Dev,2000-18-9,2001-23-10
JK008911,Shri G N Wani,Indian Administrative Services,Jammu & Kashmir,1993,1942-9-8,1999-07-20,By Promotion from State Civil Service,Male,Jammu & Kashmir,Kashmiri,English,True,Superannuated,Supremo,Graduate,N.A.,Ordinary,Additional Commissioner,Under Secretary,Public Works Deptt (PWD),Cadre (AIS),Urban Develoment,Urban Development,1999-29-7,2002-31-8
JH044815,Shri Sahjanand Sharma,Indian Administrative Services,Jharkhand,1993,1949-29-7,2005-02-28,By Promotion from State Civil Service,Male,Jharkhand,Hindi,English,True,Superannuated,Supremo,Graduate,N.A.,Pass,Director,Director,Emp & Trg Deptt,Cadre (AIS),Employment & Training,Labour & Employment,2006-1-1,2007-24-4
JH044814,Shri Virendra Kumar,Indian Administrative Services,Jharkhand,1993,1948-15-7,2005-02-28,By Promotion from State Civil Service,Male,Jharkhand,Hindi,English Hindi,True,Superannuated,Supremo,Graduate,N.A.,Pass,Deputy Commissioner,Deputy Secretary,Godda,Cadre (AIS),District Admn,Land Revenue Mgmt & District Admn,2005-21-7,2005-31-12
GJ028422,Shri A S Joshi,Indian Administrative Services,Gujarat,1993,1952-6-1,1998-10-31,By Promotion from State Civil Service,Male,Gujarat,Tamil,English,True,Superannuated,Supremo,M.A./Gujarat University Ahmedabad,English,Second,Additional Dev Commissioner,Under Secretary,Rural Dev Deptt,Cadre (AIS),Rural Development,Rural Dev,1999-1-5,2001-2-7
JH044813,Shri Nagendra Prasad Singh,Indian Administrative Services,Jharkhand,1993,1948-19-6,2005-02-28,By Promotion from State Civil Service,Male,Jharkhand,Hindi,English Hindi,True,Superannuated,Supremo,Graduate,N.A.,Pass,Deputy Commissioner,Deputy Secretary,Seraikela Kharaswan,Cadre (AIS),District Admn,Land Revenue Mgmt & District Admn,2005-28-2,2005-31-12
JH044811,Shri Shatrughan Prasad Kunwar,Indian Administrative Services,Jharkhand,1993,1947-11-1,2005-02-28,By Promotion from State Civil Service,Male,Jharkhand,Hindi,English Hindi,True,Superannuated,Supremo,N.A.,N.A.,N.A.,Deputy Commissioner,Deputy Secretary,Chatra,Cadre (AIS),District Admn,Land Revenue Mgmt & District Admn,2005-6-7,2005-31-12
HY021416,Shri Om Parkash Indora,Indian Administrative Services,Haryana,1993,1943-15-12,2001-01-04,By Promotion from State Civil Service,Male,Haryana,Hindi,English Hindi,True,Superannuated,Supremo,LL.B.,Law,Ordinary,ADC cum CEO,Under Secretary,District Rural Dev Agency (DRDA),Cadre (AIS),Rural Development,Rural Dev,2001-4-1,2001-1-4
HY021415,Shri Rajinder Paul Gupta,Indian Administrative Services,Haryana,1993,1953-28-5,2000-05-29,By Promotion from State Civil Service,Male,Haryana,Hindi,English,True,Superannuated,Supremo,LL.B.,Law,Ordinary,Secretary,Under Secretary,N.A.,Cadre (AIS),Education,Human Resource Dev,2000-10-10,2004-26-2
HY021414,Shri Balwan Singh,Indian Administrative Services,Haryana,1993,1950-2-10,1999-10-28,By Promotion from State Civil Service,Male,Haryana,Hindi,English,True,Superannuated,Supremo,P.G.,English,Ordinary,ADC cum CEO,Under Secretary,District Rural Dev Agency (DRDA),Cadre (AIS),Rural Development,Rural Dev,2002-1-7,2003-2-1
HY021413,Shri Balbir Singh Malik,Indian Administrative Services,Haryana,1993,1952-25-10,1999-10-28,By Promotion from State Civil Service,Male,Haryana,Hindi,English,True,Superannuated,Supremo,Graduate,N.A.,Ordinary,Additional Deputy Commissioner,Under Secretary,Yamuna Nagar,Cadre (AIS),District Admn,Land Revenue Mgmt & District Admn,1999-28-12,2002-15-5
HY021412,Shri T K Sharma,Indian Administrative Services,Haryana,1993,1952-4-7,1999-12-28,By Promotion from State Civil Service,Male,Haryana,Hindi,English,True,Superannuated,Supremo,P.G.,Physics,Second,ADC cum CEO,Under Secretary,District Rural Dev Agency (DRDA),Cadre (AIS),Rural Development,Rural Dev,2000-18-5,2001-1-5
HY021411,Shri Ashok Kumar Yadav,Indian Administrative Services,Haryana,1993,1955-15-7,1999-12-28,By Promotion from State Civil Service,Male,Haryana,Hindi,English Hindi Punjabi,True,Superannuated,Supremo,LL.B.,Law,Second,Deputy Commissioner,Under Secretary,Rohtak,Cadre (AIS),Rural Development,Rural Dev,2002-15-6,2005-16-3
HY021300,Shri Sarban K Sharma,Indian Administrative Services,Haryana,1993,1967-16-9,1993-09-05,Direct Recruitment,Male,Uttar Pradesh,Hindi,English Hindi,True,Expired,Supremo,P.G.,Electronics,First,Block Dev Officer,Junior Scale,N.A.,Cadre (AIS),Panchayati Raj,Local Self Govt,1996-1-8,1996-9-11
HP012314,Shri Bharat Bhushan,Indian Administrative Services,Himachal Pradesh,1993,1947-18-11,2000-08-16,By Promotion from State Civil Service,Male,Himachal Pradesh,Hindi,English Hindi,True,Retired voluntarily,Supremo,Graduate,N.A.,Ordinary,Deputy Commissioner,Under Secretary,Chamba,Cadre (AIS),District Admn,Land Revenue Mgmt & District Admn,2001-1-4,2001-1-5
HP012313,Shri M L Sharma,Indian Administrative Services,Himachal Pradesh,1993,1947-15-2,1999-09-09,By Promotion from State Civil Service,Male,Himachal Pradesh,Hindi,English Punjabi,True,Superannuated,Supremo,P.G.,Political Sc.,Ordinary,Additional Secy,Under Secretary,Himachal Pradesh,Cadre (AIS),Tourism,Tourism,1999-1-9,2000-29-2
HP012312,Shri S C Mehta,Indian Administrative Services,Himachal Pradesh,1993,1945-5-1,1999-09-09,By Promotion from State Civil Service,Male,Himachal Pradesh,Dogri,English Hindi,True,Superannuated,Supremo,P.G.,Education,Second,Additional Registrar,Junior Scale,N.A.,Cadre (AIS),Cooperatives,Agriculture & Cooperation,1994-1-4,2000-1-2
HP012311,Shri J R Verma,Indian Administrative Services,Himachal Pradesh,1993,1945-15-9,1999-09-09,By Promotion from State Civil Service,Male,Himachal Pradesh,Hindi,English,True,Superannuated,Supremo,Graduate,Agriculture,First,Director,Under Secretary,Shimla,Cadre (AIS),Town & Country Planning,Urban Development,2000-1-7,2002-1-1
JH044812,Shri Shyam Shankar Prasad,Indian Administrative Services,Jharkhand,1993,1947-1-7,2005-02-28,By Promotion from State Civil Service,Male,Jharkhand,Hindi,English Hindi,True,Superannuated,Supremo,Graduate,N.A.,Pass,Additional Commissioner,Deputy Secretary,N.A.,Cadre (AIS),Administrative Reforms,Personnel and General Administration,2005-10-7,2005-19-10
JK009217,Shri P S Baetab,Indian Administrative Services,Jammu & Kashmir,1993,1949-5-5,2001-03-22,By Promotion from State Civil Service,Male,Jammu & Kashmir,Kashmiri,English,True,Superannuated,Supremo,Graduate,N.A.,Ordinary,Director,Under Secretary,N.A.,Cadre (AIS),General Administration,Personnel and General Administration,2001-22-3,2005-18-12
MT015811,Shri S Sunderlal Singh,Indian Administrative Services,Manipur-Tripura,1993,1954-1-3,1998-03-24,By Promotion from State Civil Service,Male,Manipur,Manipuri,English,True,Superannuated,Supremo,Graduate,N.A.,Ordinary,Secretary,Deputy Secretary,Civil Supplies Corpn.,Cadre (AIS),District Admn,Land Revenue Mgmt & District Admn,2000-1-5,2002-2-7
MH042418,Shri J Y Gaikwad,Indian Administrative Services,Maharashtra,1993,1956-13-4,1999-11-24,By Promotion from State Civil Service,Male,Maharashtra,Marathi,English Hindi,True,Superannuated,Supremo,LL.M.,Constl.law,Second,Member Secy,Under Secretary,Marath Statutory Dev Bd,Cadre (AIS),N.A.,N.Applicable,2001-2-7,2002-1-1
RJ028900,Shri Alok,Indian Administrative Services,Rajasthan,1993,1966-15-11,1993-09-05,Direct Recruitment,Male,Bihar,Hindi,English Hindi,False,N.A.,Supremo,B.Tech.,Mech.engg.,First,S D O,Under Secretary,Kota,Cadre (AIS),Sub Divisional Admn,Land Revenue Mgmt & District Admn,1995-30-8,1997-5-5
RJ028801,Shri Shikhar Agarwal,Indian Administrative Services,Rajasthan,1993,1970-9-7,1993-09-06,Direct Recruitment,Male,Uttar Pradesh,Hindi,English Hindi,False,N.A.,Supremo,B.Tech./IIT Kanpur/IIT Kanpur,Civil Engg,First,Assistant Collector,Not Available,South Tripura,Cadre (Ex-Cadre),District Admn,Land Revenue Mgmt & District Admn,1994-1-6,1995-1-9
RJ028800,Shri Tanmay Kumar,Indian Administrative Services,Rajasthan,1993,1966-27-9,1993-09-05,Direct Recruitment,Male,Bihar,Hindi,English Hindi,False,N.A.,Supremo,"M.Tech./IIT, Delhi",Foundation Engg,-,Additional Collector (Dev),Under Secretary,District Rural Dev Agency (DRDA)/Jaipur,Cadre (AIS),Sub Divisional Admn,Land Revenue Mgmt & District Admn,1997-23-8,1998-11-5
RJ028600,Shri Akhil Arora,Indian Administrative Services,Rajasthan,1993,1969-4-2,1993-09-05,Direct Recruitment,Male,Rajasthan,Hindi,English Hindi,False,N.A.,Supremo,B.E.,Electronics,First,S D O,Under Secretary,Bharatpur,Cadre (AIS),Sub Divisional Admn,Land Revenue Mgmt & District Admn,1997-1-7,1997-19-8
PB020300,Shri Ramesh Kumar Ganta,Indian Administrative Services,Punjab,1993,1963-1-9,1993-12-20,Direct Recruitment,Male,Andhra Pradesh,Telugu,English Telugu,False,N.A.,Supremo,B.Tech.,Electronics,First,S D O,Junior Scale,N.A.,Cadre (AIS),Sub Divisional Admn,Land Revenue Mgmt & District Admn,1995-1-8,1997-1-6
PB020200,Shri Kakumanu Siva Prasad,Indian Administrative Services,Punjab,1993,1970-1-6,1993-09-05,Direct Recruitment,Male,Andhra Pradesh,Telugu,English Hindi Punjabi Telugu,False,N.A.,Supremo,B.Tech.,Computer Sc,-,Assistant Commissioner,Junior Scale,Hoshiarpur,Cadre (AIS),Divisional Admn,Land Revenue Mgmt & District Admn,1994-1-6,1995-1-8
PB020100,Shri Rakesh Kumar Verma,Indian Administrative Services,Punjab,1993,1971-25-4,1993-09-05,Direct Recruitment,Male,Uttar Pradesh,Hindi,English Hindi,False,N.A.,Supremo,B.Tech.,Computer Sc,First,S D O (Civil),Junior Scale,Land Revenue Deptt/Sub Division,Cadre (AIS),Sub Divisional Admn,Land Revenue Mgmt & District Admn,1995-11-12,1996-16-12
PB020000,Shri Anurag Verma,Indian Administrative Services,Punjab,1993,1969-17-7,1993-09-05,Direct Recruitment,Male,Punjab,Punjabi,English Hindi Punjabi,False,N.A.,Supremo,B.E./Thapar Institute Of Engineering and Technology Patiala Patiala Punjab,Electronics Engineering,First,Assistant Commissioner (UT),Junior Scale,Faridkot,Cadre (AIS),Sub Divisional Admn,Land Revenue Mgmt & District Admn,1994-24-8,1994-18-9
KL020601,Shri K Ravindran Jyothilal,Indian Administrative Services,Kerala,1993,1969-31-5,1993-09-05,Direct Recruitment,Male,Kerala,Malayalam,English Malayalam,False,N.A.,Supremo,B.Tech.,Chemical Engg,First,Probationer,Junior Scale,N.A.,Cadre (AIS),N.A.,N.Applicable,1993-5-9,1995-1-1
KL020600,Dr. Rajan Namdeo Khobragade,Indian Administrative Services,Kerala,1993,1966-27-6,1993-09-06,Direct Recruitment,Male,Maharashtra,Marathi,English Hindi Marathi,False,N.A.,Supremo,M.B.B.S.,Medicine,Second,Assistant Collector,Junior Scale,Kollam,Cadre (AIS),Sub Divisional Admn,Land Revenue Mgmt & District Admn,1994-1-6,1995-31-5
RJ029000,Ms. Aparna Arora,Indian Administrative Services,Rajasthan,1993,1968-1-10,1993-09-05,Direct Recruitment,Female,Bihar,Hindi,English Hindi,False,N.A.,Supremo,P.G.,Political Sc.,Second,S D O,Under Secretary,N.A.,Cadre (AIS),Sub Divisional Admn,Land Revenue Mgmt & District Admn,1997-1-7,1997-20-9
KL020500,Dr. Devendra Kumar Dhodawat,Indian Administrative Services,Kerala,1993,1967-2-2,1993-09-05,Direct Recruitment,Male,Rajasthan,Hindi,English Hindi,False,N.A.,Supremo,M.B.B.S.,Medicine,Ordinary,Assistant Collector,Junior Scale,N.A.,Cadre (AIS),Sub Divisional Admn,Land Revenue Mgmt & District Admn,1995-1-9,1997-1-4
KL020300,Dr.(Ms.) Usha Titus,Indian Administrative Services,Kerala,1993,1961-30-1,1993-09-05,Direct Recruitment,Female,Kerala,Malayalam,English Malayalam,True,Superannuated,Supremo,P.G.,Medicine,Ordinary,Sub Collector,Under Secretary,N.A.,Cadre (AIS),Sub Divisional Admn,Land Revenue Mgmt & District Admn,1997-1-4,1997-1-7
JK008901,Dr. Asgar Hassan Samoon,Indian Administrative Services,Jammu & Kashmir,1993,1963-17-6,1993-09-06,Direct Recruitment,Male,Jammu & Kashmir,Kashmiri,English Hindi Urdu,False,N.A.,Supremo,M.V.Sc.,Technology,First,Assistant Collector,Junior Scale,Jammu,Cadre (AIS),Sub Divisional Admn,Land Revenue Mgmt & District Admn,1995-1-1,1995-1-9
JK008900,Shri Dheeraj Gupta,Indian Administrative Services,Jammu & Kashmir,1993,1967-5-8,1993-09-05,Direct Recruitment,Male,Haryana,Hindi,English Hindi,False,N.A.,Supremo,M.Tech.,Electrical Engg.,First,S D M,Junior Scale,N.A.,Cadre (AIS),Divisional Admn,Land Revenue Mgmt & District Admn,1995-1-9,1996-1-11
KN030600,Shri S R Umashankar,Indian Administrative Services,Karnataka,1993,1965-5-4,1993-12-20,Direct Recruitment,Male,Karnataka,Kannada,English Kannada,False,N.A.,Supremo,P.G.,Economics,First,Assistant Commissioner,Junior Scale,N.A.,Cadre (AIS),Sub Divisional Admn,Land Revenue Mgmt & District Admn,1995-1-8,1997-1-6
KN030500,Shri Tushar Giri Nath,Indian Administrative Services,Karnataka,1993,1968-15-12,1993-09-06,Direct Recruitment,Male,Uttar Pradesh,Hindi,English Hindi Kannada Urdu,False,N.A.,Supremo,M.B.A./Karnataka State Upen Univ. Mysore,Business Admn.,First,General Manager,Junior Scale,Bagalkot,Cadre (AIS),Revenue Admn,Land Revenue Mgmt & District Admn,1996-1-12,1997-1-7
MH042500,Shri Lokesh Chandra,Indian Administrative Services,Maharashtra,1993,1970-30-11,1993-09-05,Direct Recruitment,Male,Rajasthan,Hindi,English Hindi Marathi,False,N.A.,Supremo,M.Tech./IIT DELHI,Civil Engg,Gold Medalist,Assistant Collector,Junior Scale,N.A.,Cadre (AIS),Sub Divisional Admn,Land Revenue Mgmt & District Admn,1995-1-9,1996-1-10
MH042420,Shri S K Sawant,Indian Administrative Services,Maharashtra,1993,1956-2-8,1999-11-24,By Promotion from State Civil Service,Male,Maharashtra,Marathi,English Hindi,True,Superannuated,Supremo,Graduate,N.A.,Ordinary,Deputy Secretary,Under Secretary,Higher Edu,Cadre (AIS),Higher Education,Human Resource Dev,2000-3-3,2002-1-1
MH042415,Shri T V Satre,Indian Administrative Services,Maharashtra,1993,1956-1-6,1999-11-24,By Promotion from State Civil Service,Male,Maharashtra,Marathi,English Hindi,True,Superannuated,Supremo,P.G.,Agriculture,Ordinary,C E O,Junior Scale,Ahmednagar,Cadre (AIS),Rural Development,Rural Dev,1999-20-10,2001-12-3
MH042413,Shri S S Zende,Indian Administrative Services,Maharashtra,1993,1957-17-4,1999-11-24,By Promotion from State Civil Service,Male,Maharashtra,Marathi,English Hindi,True,Superannuated,Supremo,Graduate,N.A.,Ordinary,C E O,Under Secretary,Thane,Cadre (AIS),Rural Development,Rural Dev,2000-21-2,2002-1-1
MH042400,Ms. Abha Shukla,Indian Administrative Services,Maharashtra,1993,1969-2-9,1993-09-05,Direct Recruitment,Female,Uttar Pradesh,Hindi,English Hindi,False,N.A.,Supremo,P.G.,Geography,Ordinary,Assistant Collector,Under Secretary,N.A.,Cadre (AIS),Sub Divisional Admn,Land Revenue Mgmt & District Admn,1997-1-7,1997-1-10
